Event Index,UTC Timestamp,UTC Date and Time,Local Timestamp,Local Timezone,Local Date and Time,Experiment ID,Experiment Version,Tree Node Key,Repeat Key,Schedule ID,Participant Public ID,Participant Private ID,Participant Starting Group,Participant Status,Participant Completion Code,Participant External Session ID,Participant Device Type,Participant Device,Participant OS,Participant Browser,Participant Monitor Size,Participant Viewport Size,Checkpoint,Room ID,Room Order,Task Name,Task Version,randomiser-ul9c,checkpoint-yhhe,checkpoint-43k7,branch-r1a2,checkpoint-6g2b,Prevalence ranking object-2 Generalised anxiety disorder (GAD),Prevalence ranking object-2 Obsessive compulsive disorder (OCD) ,Prevalence ranking object-2 Specific phobia,Prevalence ranking object-2 Social phobia/social anxiety disorder,Prevalence ranking object-2 Panic disorder,Prevalence ranking object-2 Post-traumatic stress disorder (PTSD),Prevalence ranking object-2 Body dysmorphic disorder (BDD),Prevalence ranking object-2 Major depressive disorder (depression)
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Thank you for taking the time to complete this study so far. This is the final question in the survey. Please answer to the best of your knowledge.
<br><br>
**Below is a list of common emotional disorders in children and adolescents. Please rank the disorders from those you understand to be most (top) to least (bottom) prevalent in children and adolescents (aged 5-19 years).** *To rank the disorders, click and drag each option to move into place.*","Thank you for taking the time to complete this study so far. This is the final question in the survey. Please answer to the best of your knowledge.
<br><br>
**Below is a list of common emotional disorders in children and adolescents. Please rank the disorders from those you understand to be most (top) to least (bottom) prevalent in children and adolescents (aged 5-19 years).** *To rank the disorders, click and drag each option to move into place.*","Thank you for taking the time to complete this study so far. This is the final question in the survey. Please answer to the best of your knowledge.
<br><br>
**Below is a list of common emotional disorders in children and adolescents. Please rank the disorders from those you understand to be most (top) to least (bottom) prevalent in children and adolescents (aged 5-19 years).** *To rank the disorders, click and drag each option to move into place.*","Thank you for taking the time to complete this study so far. This is the final question in the survey. Please answer to the best of your knowledge.
<br><br>
**Below is a list of common emotional disorders in children and adolescents. Please rank the disorders from those you understand to be most (top) to least (bottom) prevalent in children and adolescents (aged 5-19 years).** *To rank the disorders, click and drag each option to move into place.*","Thank you for taking the time to complete this study so far. This is the final question in the survey. Please answer to the best of your knowledge.
<br><br>
**Below is a list of common emotional disorders in children and adolescents. Please rank the disorders from those you understand to be most (top) to least (bottom) prevalent in children and adolescents (aged 5-19 years).** *To rank the disorders, click and drag each option to move into place.*","Thank you for taking the time to complete this study so far. This is the final question in the survey. Please answer to the best of your knowledge.
<br><br>
**Below is a list of common emotional disorders in children and adolescents. Please rank the disorders from those you understand to be most (top) to least (bottom) prevalent in children and adolescents (aged 5-19 years).** *To rank the disorders, click and drag each option to move into place.*","Thank you for taking the time to complete this study so far. This is the final question in the survey. Please answer to the best of your knowledge.
<br><br>
**Below is a list of common emotional disorders in children and adolescents. Please rank the disorders from those you understand to be most (top) to least (bottom) prevalent in children and adolescents (aged 5-19 years).** *To rank the disorders, click and drag each option to move into place.*","Thank you for taking the time to complete this study so far. This is the final question in the survey. Please answer to the best of your knowledge.
<br><br>
**Below is a list of common emotional disorders in children and adolescents. Please rank the disorders from those you understand to be most (top) to least (bottom) prevalent in children and adolescents (aged 5-19 years).** *To rank the disorders, click and drag each option to move into place.*"
1,1741166928581,05/03/2025 09:28:48,1741166928581,0,05/03/2025 09:28:48,212748,1,questionnaire-gp33,,44074461,shw1qwqd,12842434,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 133.0.0.0,1280x800,1272x648,Completed prevalence - clicked onto thanks and debrief,,0,Prevalence,8,BDD male - OCD male,Demographics completed,2x vignettes completed,Clinician YES,Completed prevalence - clicked onto thanks and debrief,Social phobia/social anxiety disorder,Generalised anxiety disorder (GAD),Major depressive disorder (depression),Panic disorder,Specific phobia,Post-traumatic stress disorder (PTSD),Obsessive compulsive disorder (OCD) ,Body dysmorphic disorder (BDD)
1,1741883432163,13/03/2025 16:30:32,1741883432163,0,13/03/2025 16:30:32,212748,1,questionnaire-gp33,,44380835,sv19ghcb,12933220,,live,,,mobile,Apple iPhone,iOS 17.7,Mobile Safari 17.7,390x844,390x663,Completed prevalence - clicked onto thanks and debrief,,0,Prevalence,8,OCD male - BDD male,Demographics completed,2x vignettes completed,Clinician YES,Completed prevalence - clicked onto thanks and debrief,Major depressive disorder (depression),Specific phobia,Generalised anxiety disorder (GAD),Panic disorder,Body dysmorphic disorder (BDD),Social phobia/social anxiety disorder,Post-traumatic stress disorder (PTSD),Obsessive compulsive disorder (OCD) 
1,1741884137777,13/03/2025 16:42:17,1741884137777,0,13/03/2025 16:42:17,212748,1,questionnaire-gp33,,44381302,a8sqogw9,12933374,,live,,,computer,Desktop or Laptop,Windows 10,Edge 134.0.0.0,1280x800,1272x682,Completed prevalence - clicked onto thanks and debrief,,0,Prevalence,8,BDD male - OCD male,Demographics completed,2x vignettes completed,Clinician YES,Completed prevalence - clicked onto thanks and debrief,Generalised anxiety disorder (GAD),Major depressive disorder (depression),Social phobia/social anxiety disorder,Specific phobia,Panic disorder,Body dysmorphic disorder (BDD),Obsessive compulsive disorder (OCD) ,Post-traumatic stress disorder (PTSD)
1,1741969568751,14/03/2025 16:26:08,1741969568751,0,14/03/2025 16:26:08,212748,1,questionnaire-gp33,,44415083,he5xofu2,12943524,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 134.0.0.0,1280x720,1272x602,Completed prevalence - clicked onto thanks and debrief,,0,Prevalence,8,BDD male - OCD male,Demographics completed,2x vignettes completed,Clinician YES,Completed prevalence - clicked onto thanks and debrief,Generalised anxiety disorder (GAD),Social phobia/social anxiety disorder,Major depressive disorder (depression),Panic disorder,Specific phobia,Obsessive compulsive disorder (OCD) ,Post-traumatic stress disorder (PTSD),Body dysmorphic disorder (BDD)
1,1742203865304,17/03/2025 09:31:05,1742203865304,0,17/03/2025 09:31:05,212748,1,questionnaire-gp33,,44458646,mil1luoj,12955256,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 134.0.0.0,1920x1080,1526x962,Completed prevalence - clicked onto thanks and debrief,,0,Prevalence,8,OCD male - BDD male,Demographics completed,2x vignettes completed,Clinician YES,Completed prevalence - clicked onto thanks and debrief,Obsessive compulsive disorder (OCD) ,Social phobia/social anxiety disorder,Major depressive disorder (depression),Generalised anxiety disorder (GAD),Post-traumatic stress disorder (PTSD),Specific phobia,Panic disorder,Body dysmorphic disorder (BDD)
1,1742294642686,18/03/2025 10:44:02,1742294642686,0,18/03/2025 10:44:02,212748,1,questionnaire-gp33,,44494450,cuvbt400,12965454,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 134.0.0.0,1366x768,1318x650,Completed prevalence - clicked onto thanks and debrief,,0,Prevalence,8,BDD male - OCD male,Demographics completed,2x vignettes completed,Clinician YES,Completed prevalence - clicked onto thanks and debrief,Specific phobia,Social phobia/social anxiety disorder,Generalised anxiety disorder (GAD),Body dysmorphic disorder (BDD),Major depressive disorder (depression),Obsessive compulsive disorder (OCD) ,Panic disorder,Post-traumatic stress disorder (PTSD)
1,1742553328659,21/03/2025 10:35:28,1742553328659,0,21/03/2025 10:35:28,212748,1,questionnaire-gp33,,44594931,1b7ygwwf,12995975,,live,,,mobile,undefined K,Android 10,Samsung Browser 27.0,384x660,384x660,Completed prevalence - clicked onto thanks and debrief,,0,Prevalence,8,OCD male - BDD male,Demographics completed,2x vignettes completed,Clinician YES,Completed prevalence - clicked onto thanks and debrief,Generalised anxiety disorder (GAD),Social phobia/social anxiety disorder,Specific phobia,Post-traumatic stress disorder (PTSD),Panic disorder,Obsessive compulsive disorder (OCD) ,Major depressive disorder (depression),Body dysmorphic disorder (BDD)
1,1744800831853,16/04/2025 10:53:51,1744804431853,1,16/04/2025 12:53:51,212748,1,questionnaire-gp33,,45448114,917qryqq,13207394,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 135.0.0.0,1280x720,1272x560,Completed prevalence - clicked onto thanks and debrief,,0,Prevalence,8,OCD male - BDD male,Demographics completed,2x vignettes completed,Clinician YES,Completed prevalence - clicked onto thanks and debrief,Generalised anxiety disorder (GAD),Major depressive disorder (depression),Panic disorder,Specific phobia,Social phobia/social anxiety disorder,Obsessive compulsive disorder (OCD) ,Post-traumatic stress disorder (PTSD),Body dysmorphic disorder (BDD)
1,1744801084874,16/04/2025 10:58:04,1744804684874,1,16/04/2025 12:58:04,212748,1,questionnaire-gp33,,45448244,bpjjp7dz,13207278,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 135.0.0.0,1280x720,1272x560,Completed prevalence - clicked onto thanks and debrief,,0,Prevalence,8,OCD male - BDD male,Demographics completed,2x vignettes completed,Clinician YES,Completed prevalence - clicked onto thanks and debrief,Generalised anxiety disorder (GAD),Social phobia/social anxiety disorder,Specific phobia,Major depressive disorder (depression),Panic disorder,Obsessive compulsive disorder (OCD) ,Body dysmorphic disorder (BDD),Post-traumatic stress disorder (PTSD)
1,1744801124081,16/04/2025 10:58:44,1744804724081,1,16/04/2025 12:58:44,212748,1,questionnaire-gp33,,45448265,qvuvoqyl,13207343,,live,,,computer,Desktop or Laptop,Windows 10,Edge 135.0.0.0,1280x720,1272x560,Completed prevalence - clicked onto thanks and debrief,,0,Prevalence,8,BDD male - OCD male,Demographics completed,2x vignettes completed,Clinician YES,Completed prevalence - clicked onto thanks and debrief,Social phobia/social anxiety disorder,Generalised anxiety disorder (GAD),Specific phobia,Major depressive disorder (depression),Obsessive compulsive disorder (OCD) ,Body dysmorphic disorder (BDD),Post-traumatic stress disorder (PTSD),Panic disorder
1,1744801576497,16/04/2025 11:06:16,1744805176497,1,16/04/2025 13:06:16,212748,1,questionnaire-gp33,,45448538,b4hpr6wt,13207431,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 134.0.0.0,1920x1080,1912x920,Completed prevalence - clicked onto thanks and debrief,,0,Prevalence,8,OCD female - BDD female,Demographics completed,2x vignettes completed,Clinician YES,Completed prevalence - clicked onto thanks and debrief,Major depressive disorder (depression),Social phobia/social anxiety disorder,Obsessive compulsive disorder (OCD) ,Body dysmorphic disorder (BDD),Generalised anxiety disorder (GAD),Panic disorder,Post-traumatic stress disorder (PTSD),Specific phobia
1,1744802044824,16/04/2025 11:14:04,1744805644824,1,16/04/2025 13:14:04,212748,1,questionnaire-gp33,,45448770,79x2spox,13207444,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 135.0.0.0,1280x720,1272x560,Completed prevalence - clicked onto thanks and debrief,,0,Prevalence,8,OCD female - BDD female,Demographics completed,2x vignettes completed,Clinician YES,Completed prevalence - clicked onto thanks and debrief,Social phobia/social anxiety disorder,Major depressive disorder (depression),Generalised anxiety disorder (GAD),Obsessive compulsive disorder (OCD) ,Post-traumatic stress disorder (PTSD),Specific phobia,Body dysmorphic disorder (BDD),Panic disorder
1,1744802118819,16/04/2025 11:15:18,1744805718819,1,16/04/2025 13:15:18,212748,1,questionnaire-gp33,,45448804,8kr8ijoa,13207408,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 135.0.0.0,1280x720,1272x560,Completed prevalence - clicked onto thanks and debrief,,0,Prevalence,8,OCD female - BDD female,Demographics completed,2x vignettes completed,Clinician YES,Completed prevalence - clicked onto thanks and debrief,Major depressive disorder (depression),Specific phobia,Panic disorder,Obsessive compulsive disorder (OCD) ,Generalised anxiety disorder (GAD),Social phobia/social anxiety disorder,Body dysmorphic disorder (BDD),Post-traumatic stress disorder (PTSD)
1,1744802180710,16/04/2025 11:16:20,1744805780710,1,16/04/2025 13:16:20,212748,1,questionnaire-gp33,,45448828,900wp9xo,13207483,,live,,,computer,Desktop or Laptop,Windows 10,Edge 135.0.0.0,1280x720,1272x560,Completed prevalence - clicked onto thanks and debrief,,0,Prevalence,8,OCD male - BDD male,Demographics completed,2x vignettes completed,Clinician YES,Completed prevalence - clicked onto thanks and debrief,Social phobia/social anxiety disorder,Obsessive compulsive disorder (OCD) ,Generalised anxiety disorder (GAD),Specific phobia,Major depressive disorder (depression),Panic disorder,Body dysmorphic disorder (BDD),Post-traumatic stress disorder (PTSD)
