"Event.Index","UTC.Timestamp","UTC.Date.and.Time","Local.Timestamp","Local.Timezone","Local.Date.and.Time","Experiment.ID","Experiment.Version","Tree.Node.Key","Repeat.Key","Schedule.ID","Participant.Private.ID","Participant.Starting.Group","Participant.Status","Participant.Completion.Code","Participant.External.Session.ID","Participant.Device.Type","Participant.Device","Participant.OS","Participant.Browser","Participant.Monitor.Size","Participant.Viewport.Size","Checkpoint","Room.ID","Room.Order","Task.Name","Task.Version","order.ot79","branch.g31k","branch.5gtn","Multiple.Choice.object.2.Response","Multiple.Choice.object.2.Quantised","Random_ID"
"1",1702910853534,"18/12/2023 14:47:33",1702910853534,0,"18/12/2023 14:47:33",157680,2,"questionnaire-xamc",NA,33757441,9985032,NA,"complete",NA,"65805a6478141009e3ad2700","computer","Desktop or Laptop","Windows 10","Chrome 120.0.0.0","1536x864","1536x730",NA,NA,0,"Attention Check 1 (Clone)",1,"ABJCIDHEGF","Passed AC2",NA,"1","2","SUPPRF23130"
"1",1702911783742,"18/12/2023 15:03:03",1702911783742,0,"18/12/2023 15:03:03",157680,2,"questionnaire-xamc",NA,33757752,9985135,NA,"complete",NA,"65805e99a3d357b82d00161a","computer","Desktop or Laptop","Windows 10","Chrome 120.0.0.0","1368x912","1368x743",NA,NA,0,"Attention Check 1 (Clone)",1,"BCADJEIFHG","Passed AC2",NA,"1","2","SUPPRF57988"
"1",1702912093716,"18/12/2023 15:08:13",1702912093716,0,"18/12/2023 15:08:13",157680,2,"questionnaire-xamc",NA,33757882,9985172,NA,"complete",NA,"658060219614e1dcd60d2ad8","computer","Desktop or Laptop","Windows 10","Chrome 120.0.0.0","1280x720","1280x593",NA,NA,0,"Attention Check 1 (Clone)",1,"CDBEAFJGIH","Passed AC2",NA,"1","2","SUPPRF28201"
"1",1702912135838,"18/12/2023 15:08:55",1702912135838,0,"18/12/2023 15:08:55",157680,2,"questionnaire-xamc",NA,33757898,9985173,NA,"complete",NA,"65806021c3e28b7307ddf8b2","computer","Desktop or Laptop","Windows 10","Chrome 119.0.0.0","1920x1080","1920x919",NA,NA,0,"Attention Check 1 (Clone)",1,"DECFBGAHJI","Passed AC2",NA,"1","2","SUPPRF94387"
"1",1702912229940,"18/12/2023 15:10:29",1702912229940,0,"18/12/2023 15:10:29",157680,2,"questionnaire-xamc",NA,33757949,9985185,NA,"complete",NA,"6580606ca34037ddf9e4da74","computer","Desktop or Laptop","Windows 10","Chrome 120.0.0.0","1366x768","1366x641",NA,NA,0,"Attention Check 1 (Clone)",1,"EFDGCHBIAJ","Passed AC2",NA,"1","2","SUPPRF06891"
"1",1702912495150,"18/12/2023 15:14:55",1702912495150,0,"18/12/2023 15:14:55",157680,2,"questionnaire-xamc",NA,33758093,9985241,NA,"complete",NA,"6580619847284eff914f8da1","computer","Desktop or Laptop","Windows 10","Chrome 120.0.0.0","1280x720","1280x551",NA,NA,0,"Attention Check 1 (Clone)",1,"GHFIEJDACB","Passed AC2",NA,"1","2","SUPPRF35199"
"1",1702913162294,"18/12/2023 15:26:02",1702913162294,0,"18/12/2023 15:26:02",157680,2,"questionnaire-xamc",NA,33758348,9985309,NA,"complete",NA,"658062fa175bf5b6b8e3ae15","computer","Desktop or Laptop","Windows 10","Chrome 120.0.0.0","1536x864","1536x695",NA,NA,0,"Attention Check 1 (Clone)",1,"HIGJFAEBDC","Passed AC2",NA,"1","2","SUPPRF45434"
"1",1702913830141,"18/12/2023 15:37:10",1702913830141,0,"18/12/2023 15:37:10",157680,2,"questionnaire-xamc",NA,33758580,9985406,NA,"complete",NA,"658066e6dddf50355a4936f2","computer","Desktop or Laptop","Windows 10","Chrome 120.0.0.0","1920x1080","1920x911",NA,NA,0,"Attention Check 1 (Clone)",1,"JAIBHCGDFE","Passed AC2",NA,"1","2","SUPPRF83664"
"1",1702913862837,"18/12/2023 15:37:42",1702913862837,0,"18/12/2023 15:37:42",157680,2,"questionnaire-xamc",NA,33758599,9985409,NA,"complete",NA,"65806572d71d3bb8e9a351b4","computer","Desktop or Laptop","Windows 10","Chrome 120.0.0.0","1280x720","1280x632",NA,NA,0,"Attention Check 1 (Clone)",1,"BCADJEIFHG","Passed AC2",NA,"1","2","SUPPRF30408"
"1",1702914114234,"18/12/2023 15:41:54",1702914114234,0,"18/12/2023 15:41:54",157680,2,"questionnaire-xamc",NA,33758675,9985439,NA,"complete",NA,"6580620e8ba223be6247ca81","computer","Desktop or Laptop","Windows 10","Chrome 120.0.0.0","1536x864","1536x730",NA,NA,0,"Attention Check 1 (Clone)",1,"CDBEAFJGIH","Passed AC2",NA,"1","2","SUPPRF46255"
