"Event.Index","UTC.Timestamp","UTC.Date.and.Time","Local.Timestamp","Local.Timezone","Local.Date.and.Time","Experiment.ID","Experiment.Version","Tree.Node.Key","Repeat.Key","Schedule.ID","Participant.Private.ID","Participant.Starting.Group","Participant.Status","Participant.Completion.Code","Participant.External.Session.ID","Participant.Device.Type","Participant.Device","Participant.OS","Participant.Browser","Participant.Monitor.Size","Participant.Viewport.Size","Checkpoint","Room.ID","Room.Order","Task.Name","Task.Version","order.ot79","branch.g31k","branch.5gtn","Multiple.Choice.object.2.Response","Multiple.Choice.object.2.Quantised","Random_ID"
"1",1700676658987,"22/11/2023 18:10:58",1700676658987,0,"22/11/2023 18:10:58",151512,7,"questionnaire-xamc",NA,33140098,9813252,NA,"complete",NA,"655e43a8d5167a59c54d7e70","computer","Desktop or Laptop","Mac OS 10.15.7","Chrome 115.0.0.0","1366x768","1366x683",NA,NA,0,"Attention Check 1 (Clone)",1,"CDBEAFJGIH","Passed AC2","","1","2","SUPPRF61705"
"1",1700677086914,"22/11/2023 18:18:06",1700677086914,0,"22/11/2023 18:18:06",151512,7,"questionnaire-xamc",NA,33140326,9813318,NA,"complete",NA,"655e456d3a127b54be513454","computer","Desktop or Laptop","Mac OS 10.15.7","Chrome 119.0.0.0","1440x900","1440x783",NA,NA,0,"Attention Check 1 (Clone)",1,"DECFBGAHJI","Passed AC2","","1","2","SUPPRF47953"
"1",1700677382660,"22/11/2023 18:23:02",1700677382660,0,"22/11/2023 18:23:02",151512,7,"questionnaire-xamc",NA,33140547,9813364,NA,"complete",NA,"655e4392238c069fd97b2ec2","computer","Desktop or Laptop","Windows 10","Chrome 119.0.0.0","1536x864","1536x747",NA,NA,0,"Attention Check 1 (Clone)",1,"EFDGCHBIAJ","Passed AC2","","1","2","SUPPRF88145"
"1",1700677899185,"22/11/2023 18:31:39",1700677899185,0,"22/11/2023 18:31:39",151512,7,"questionnaire-xamc",NA,33140827,9813418,NA,"complete",NA,"655e487524637b6a6078ed93","computer","Desktop or Laptop","Windows 10","Chrome 119.0.0.0","1280x720","1280x593",NA,NA,0,"Attention Check 1 (Clone)",1,"FGEHDICJBA","Passed AC2","","1","2","SUPPRF80130"
"1",1700679924495,"22/11/2023 19:05:24",1700658324495,-6,"22/11/2023 07:05:24",151512,7,"questionnaire-xamc",NA,33141844,9813699,NA,"complete",NA,"655e50c78ab0de64179c7dd9","computer","Desktop or Laptop","Windows 10","Chrome 119.0.0.0","1920x1080","1858x971",NA,NA,0,"Attention Check 1 (Clone)",1,"GHFIEJDACB","Passed AC2","","1","2","SUPPRF97792"
"1",1700680759183,"22/11/2023 19:19:19",1700680759183,0,"22/11/2023 19:19:19",151512,7,"questionnaire-xamc",NA,33142324,9813796,NA,"complete",NA,"655e5372280f4045afb4fd41","computer","Desktop or Laptop","Mac OS 10.15.7","Chrome 119.0.0.0","1440x900","1440x668",NA,NA,0,"Attention Check 1 (Clone)",1,"HIGJFAEBDC","Passed AC2","","1","2","SUPPRF09619"
"1",1700681876211,"22/11/2023 19:37:56",1700681876211,0,"22/11/2023 19:37:56",151512,7,"questionnaire-xamc",NA,33142943,9813937,NA,"complete",NA,"655e57bac825fe6ca37d88a1","computer","Desktop or Laptop","Windows 10","Chrome 117.0.0.0","1280x720","1280x563",NA,NA,0,"Attention Check 1 (Clone)",1,"IJHAGBFCED","Passed AC2","","1","2","SUPPRF96614"
"1",1700687977522,"22/11/2023 21:19:37",1700687977522,0,"22/11/2023 21:19:37",151512,7,"questionnaire-xamc",NA,33145890,9814645,NA,"complete",NA,"655e6dc1e9ada5668842e2b1","computer","Desktop or Laptop","Windows 10","Chrome 119.0.0.0","1536x864","1536x739",NA,NA,0,"Attention Check 1 (Clone)",1,"ABJCIDHEGF","Failed AC2","Passed AC1","1","2","SUPPRF47214"
"1",1700688528896,"22/11/2023 21:28:48",1700688528896,0,"22/11/2023 21:28:48",151512,7,"questionnaire-xamc",NA,33146112,9814708,NA,"complete",NA,"655e724aa578f8d8519f2ae2","computer","Desktop or Laptop","Mac OS 10.15.7","Chrome 116.0.0.0","1440x900","1440x731",NA,NA,0,"Attention Check 1 (Clone)",1,"BCADJEIFHG","Passed AC2","","1","2","SUPPRF23161"
"1",1700695897103,"22/11/2023 23:31:37",1700695897103,0,"22/11/2023 23:31:37",151512,7,"questionnaire-xamc",NA,33148008,9815260,NA,"complete",NA,"655e8f1867c92d8505b1dd65","computer","Desktop or Laptop","Windows 10","Chrome 119.0.0.0","1536x864","1536x739",NA,NA,0,"Attention Check 1 (Clone)",1,"CDBEAFJGIH","Passed AC2","","1","2","SUPPRF13297"
